,P1,P2,C,First_Base,Second_Base,Third_Base,SS,OF1,OF2,OF3,Salary,Ownership,Profit,Selections,ARI,CHC,CIN,COL,LAD,NYM,PHI,PIT,SD,SF,Mean,Median,80th Percentile,95th Percentile,Value,UCB
533,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),Trey Mancini (27560635),Nico Hoerner (27560571),Alec Bohm (27560565),Dansby Swanson (27560546),Brandon Marsh (27560558),Cody Bellinger (27560612),Nick Castellanos (27560553),49900.0,142.1,13452.600000000239,5299.0,0,4,0,0,0,0,4,0,0,0,95.16531599999968,92.35499999999999,118.93600000000002,148.29099999999997,1.5387054161162934,2.5423300575778587
534,Kodai Senga (27560531),Roansy Contreras (27560538),Elias Diaz (27560587),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Kyle Schwarber (27560542),Nick Castellanos (27560553),50000.0,221.7,13460.100000000264,5302.0,0,0,0,1,0,0,2,0,5,0,98.78867399999963,95.215,124.51200000000001,157.44099999999997,1.5386835156545198,2.542400410242375
535,Luke Weaver (27560539),Sean Manaea (27560532),Tyler Stephenson (27560568),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Geraldo Perdomo (27560593),Corbin Carroll (27560580),Jake Fraley (27560563),Juan Soto (27560557),49800.0,122.0,13493.00000000025,5315.0,5,0,2,0,0,0,0,0,1,0,94.47073100000021,91.69,118.27,147.78,1.5386641580433207,2.5423907761251314
536,Kodai Senga (27560531),Michael Wacha (27560533),Gabriel Moreno (27560656),Pete Alonso (27560545),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Nimmo (27560577),Juan Soto (27560557),Mark Canha (27560609),50000.0,194.7,13340.500000000266,5255.0,1,0,0,0,0,3,0,0,4,0,100.55048799999999,97.68,124.75400000000002,155.06,1.5386298763083284,2.5423038963092432
537,Kodai Senga (27560531),Michael Wacha (27560533),Yan Gomes (27560620),Trey Mancini (27560635),Nico Hoerner (27560571),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Juan Soto (27560557),Seiya Suzuki (27560554),49400.0,210.3,13314.900000000309,5245.0,0,5,0,0,0,0,0,0,3,0,94.57788799999997,92.02,118.072,146.09149999999997,1.5385891325072085,2.5421938942049707
538,Kodai Senga (27560531),Ryne Nelson (27560535),Tyler Stephenson (27560568),Pete Alonso (27560545),Jeff McNeil (27560600),Nick Senzel (27560653),Francisco Lindor (27560562),Mark Canha (27560609),Tommy Pham (27560606),Wil Myers (27560610),49300.0,89.6,13271.700000000252,5228.0,0,0,3,0,0,5,0,0,0,0,103.43770199999994,99.475,132.66,167.6905,1.5385807192043328,2.542235458130274
539,Matt Strahm (27560537),Michael Wacha (27560533),Tyler Stephenson (27560568),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Xander Bogaerts (27560559),Jake Fraley (27560563),Juan Soto (27560557),Wil Myers (27560610),49500.0,150.8,13312.200000000279,5244.0,0,0,3,0,0,0,0,0,5,0,105.63997599999983,102.07,134.93200000000004,171.28199999999998,1.5385583524027993,2.542297287396085
540,Luke Weaver (27560539),Michael Wacha (27560533),J.T. Realmuto (27560544),Matt Carpenter (27560644),Bryson Stott (27560585),Manny Machado (27560564),Xander Bogaerts (27560559),Jake Cave (27560637),Juan Soto (27560557),Nick Castellanos (27560553),49600.0,139.9,13444.100000000302,5296.0,0,0,0,0,0,0,4,0,4,0,91.81247099999989,89.2,115.51200000000001,145.17049999999998,1.5385385196375194,2.5422596252086618
541,Matt Strahm (27560537),Michael Wacha (27560533),Elias Diaz (27560587),Carlos Santana (27560604),Jonathan India (27560549),Elehuris Montero (27560608),Rodolfo Castro (27560615),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Connor Joe (27560595),49500.0,127.9,13223.000000000224,5209.0,0,0,1,2,0,0,0,5,0,0,98.66287599999991,94.2,125.03,160.01049999999998,1.5384910731426806,2.542293525648891
542,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),Pete Alonso (27560545),Bryson Stott (27560585),Eduardo Escobar (27560626),Francisco Lindor (27560562),Brandon Nimmo (27560577),Kyle Schwarber (27560542),Mark Canha (27560609),49700.0,148.6,13296.600000000282,5238.0,0,0,0,0,0,5,3,0,0,0,90.65291599999976,87.39500000000001,113.83400000000002,143.61149999999998,1.5384879725086449,2.542154825335065
543,Michael Wacha (27560533),Sean Manaea (27560532),Blake Sabol (27560631),LaMonte Wade Jr. (27560618),Thairo Estrada (27560551),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Michael Conforto (27560584),Trent Grisham (27560597),49200.0,150.3,13342.200000000246,5256.0,0,0,0,0,0,0,0,0,4,4,107.25762299999991,102.995,137.09,173.91,1.53847031963475,2.542200718246779
544,Kodai Senga (27560531),Roansy Contreras (27560538),J.T. Realmuto (27560544),Matt Carpenter (27560644),Bryson Stott (27560585),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jake Cave (27560637),Juan Soto (27560557),Kyle Schwarber (27560542),49600.0,240.3,13377.700000000295,5270.0,0,0,0,0,0,0,4,0,4,0,94.10367399999973,91.59,117.44200000000001,145.50199999999998,1.5384629981025228,2.542088610076864
545,Michael Wacha (27560533),Sean Manaea (27560532),J.T. Realmuto (27560544),Freddie Freeman (27560548),Bryson Stott (27560585),Max Muncy (27560561),Fernando Tatis Jr. (27560856),David Peralta (27560638),J.D. Martinez (27560567),Luke Williams (27560691),50000.0,209.6,13362.40000000027,5264.0,0,0,0,0,5,0,2,0,1,0,95.43672299999977,92.61,119.30400000000002,148.38499999999993,1.5384498480243676,2.542136583416617
546,Kodai Senga (27560531),Roansy Contreras (27560538),Elias Diaz (27560587),C.J. Cron (27560550),Ryan McMahon (27560570),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Jurickson Profar (27560592),Trent Grisham (27560597),49600.0,182.7,13342.000000000231,5256.0,0,0,0,4,0,0,0,0,4,0,88.1363739999996,85.44,111.12200000000001,138.23249999999996,1.5384322678843667,2.542200718246779
547,Kodai Senga (27560531),Roansy Contreras (27560538),Joey Bart (27560663),Pete Alonso (27560545),Ketel Marte (27560573),Josh Rojas (27560572),Francisco Lindor (27560562),Brandon Nimmo (27560577),Corbin Carroll (27560580),Jeff McNeil (27560600),50000.0,152.2,13352.100000000231,5260.0,3,0,0,0,0,4,0,0,0,1,92.62497399999965,89.805,115.71,144.31099999999998,1.5384220532319832,2.5421686264458314
548,Michael Wacha (27560533),Roansy Contreras (27560538),Austin Nola (27560668),Matt Carpenter (27560644),Nico Hoerner (27560571),Manny Machado (27560564),Dansby Swanson (27560546),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),50000.0,176.4,13293.300000000254,5237.0,0,4,0,0,0,0,0,0,4,0,90.25221300000021,87.285,114.98,143.61,1.5383425625358513,2.5420674002492025
549,Luke Weaver (27560539),Sean Manaea (27560532),Elias Diaz (27560587),C.J. Cron (27560550),Ryan McMahon (27560570),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Kris Bryant (27560547),Yonathan Daza (27560621),50000.0,131.7,13201.800000000216,5201.0,0,0,0,5,0,0,0,0,3,0,88.34393100000025,85.5,111.90400000000002,139.93899999999988,1.5383195539319776,2.5419740386666168
550,Luke Weaver (27560539),Sean Manaea (27560532),Yan Gomes (27560620),Freddie Freeman (27560548),Nico Hoerner (27560571),Max Muncy (27560561),Dansby Swanson (27560546),David Peralta (27560638),Ian Happ (27560555),Trayce Thompson (27560625),50000.0,156.6,13166.200000000272,5187.0,0,4,0,0,4,0,0,0,0,0,91.14313100000024,88.36,114.88,143.51,1.5383073067284116,2.5420873289194277
551,Kodai Senga (27560531),Sean Manaea (27560532),Yan Gomes (27560620),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Nimmo (27560577),Juan Soto (27560557),Seiya Suzuki (27560554),49600.0,207.1,13199.100000000262,5200.0,0,2,0,0,0,1,0,0,5,0,92.19375399999991,89.08,114.23,141.40249999999997,1.538288461538512,2.5420782644432833
552,Kodai Senga (27560531),Roansy Contreras (27560538),Yan Gomes (27560620),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Dansby Swanson (27560546),Cody Bellinger (27560612),Corbin Carroll (27560580),Ian Happ (27560555),49700.0,190.5,13262.50000000024,5225.0,4,4,0,0,0,0,0,0,0,0,87.80527399999961,84.72,110.962,139.01149999999996,1.5382775119617684,2.541972626814368
553,Michael Grove (27560536),Sean Manaea (27560532),Joey Bart (27560663),Freddie Freeman (27560548),David Villar (27560590),Max Muncy (27560561),Brandon Crawford (27560613),J.D. Martinez (27560567),James Outman (27560581),Mike Yastrzemski (27560586),49300.0,126.3,13242.100000000199,5217.0,0,0,0,0,4,0,0,0,0,4,86.63487100000019,83.16,111.00200000000001,141.40099999999998,1.5382595361319147,2.542036989669364
554,Kodai Senga (27560531),Ryne Nelson (27560535),Gabriel Moreno (27560656),Pete Alonso (27560545),Ketel Marte (27560573),Eduardo Escobar (27560626),Francisco Lindor (27560562),Brandon Nimmo (27560577),Corbin Carroll (27560580),Mark Canha (27560609),49700.0,124.3,13297.800000000256,5239.0,3,0,0,0,0,5,0,0,0,0,85.66320200000001,82.695,107.99,135.95,1.5382324871159105,2.5418604648034115
555,Matt Strahm (27560537),Sean Manaea (27560532),Austin Barnes (27560670),Freddie Freeman (27560548),Ha-Seong Kim (27560636),Max Muncy (27560561),Fernando Tatis Jr. (27560856),Bryan Reynolds (27560543),J.D. Martinez (27560567),Juan Soto (27560557),50000.0,244.8,13307.900000000276,5243.0,0,0,0,0,4,0,0,1,3,0,93.89742499999971,91.47,116.212,141.7705,1.5382223917604951,2.54182852853425
556,Michael Wacha (27560533),Sean Manaea (27560532),Tyler Stephenson (27560568),Matt Carpenter (27560644),Jonathan India (27560549),Spencer Steer (27560617),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),Juan Soto (27560557),Trent Grisham (27560597),49800.0,151.6,13234.200000000275,5214.0,0,0,4,0,0,0,0,0,4,0,91.65512299999969,89.08,114.75400000000002,141.71299999999997,1.5382048331415947,2.5419652809944515
557,Kodai Senga (27560531),Luke Weaver (27560539),Austin Barnes (27560670),Freddie Freeman (27560548),Thairo Estrada (27560551),Manny Machado (27560564),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),49800.0,224.3,13196.100000000291,5199.0,0,0,0,0,4,0,0,0,3,1,101.35264399999984,98.78,125.4,153.66049999999998,1.538199653779629,2.541990185632828
558,Kodai Senga (27560531),Roansy Contreras (27560538),J.T. Realmuto (27560544),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),50000.0,236.8,13180.800000000272,5193.0,0,2,0,0,0,0,1,0,5,0,92.70537399999964,89.82,116.56400000000002,144.41249999999997,1.538186019641878,2.5418461342393743
559,Michael Wacha (27560533),Sean Manaea (27560532),Austin Hedges (27560641),Freddie Freeman (27560548),Max Muncy (27560561),Rodolfo Castro (27560615),J.D. Martinez (27560567),Trayce Thompson (27560625),Connor Joe (27560595),Ji Hwan Bae (27560578),50000.0,147.0,13289.90000000023,5236.0,0,0,0,0,4,0,0,4,0,0,106.91392299999988,102.965,136.702,173.58149999999998,1.5381779984721602,2.541788956284391
560,Michael Wacha (27560533),Sean Manaea (27560532),Austin Nola (27560668),Freddie Freeman (27560548),Jake Cronenworth (27560588),Max Muncy (27560561),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),Juan Soto (27560557),Trayce Thompson (27560625),49500.0,201.4,13180.700000000277,5193.0,0,0,0,0,4,0,0,0,4,0,99.61842299999977,96.56,125.24600000000002,156.87099999999998,1.5381667629501785,2.5418461342393743
561,Kodai Senga (27560531),Matt Strahm (27560537),J.T. Realmuto (27560544),Pete Alonso (27560545),Bryson Stott (27560585),Eduardo Escobar (27560626),Francisco Lindor (27560562),Jake Cave (27560637),Mark Canha (27560609),Tommy Pham (27560606),50000.0,162.8,13145.100000000235,5179.0,0,0,0,0,0,5,3,0,0,0,88.16658300000002,84.9,110.74,139.83149999999998,1.5381540838000067,2.5419592537372218
562,Matt Strahm (27560537),Sean Manaea (27560532),Tyler Stephenson (27560568),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),50000.0,210.0,13152.600000000286,5182.0,0,2,1,0,0,0,0,0,5,0,99.96322499999971,96.465,125.45200000000001,159.362,1.5381319953686388,2.541838474547486
563,Kodai Senga (27560531),Matt Strahm (27560537),Austin Nola (27560668),Christian Walker (27560614),Ketel Marte (27560573),Manny Machado (27560564),Xander Bogaerts (27560559),Corbin Carroll (27560580),Juan Soto (27560557),Lourdes Gurriel Jr. (27560599),49300.0,187.7,13246.50000000023,5219.0,4,0,0,0,0,0,0,0,4,0,89.62368299999994,86.35,112.632,143.81399999999994,1.5381299099444776,2.5418292728693372
564,Matt Strahm (27560537),Michael Wacha (27560533),Tyler Stephenson (27560568),Pete Alonso (27560545),Jonathan India (27560549),Eduardo Escobar (27560626),Francisco Lindor (27560562),Brandon Nimmo (27560577),Mark Canha (27560609),Wil Myers (27560610),50000.0,116.2,13127.200000000254,5172.0,0,0,3,0,0,5,0,0,0,0,94.97887599999979,91.64500000000001,120.09400000000002,151.082,1.5381283836040707,2.5419193687364796
565,Kodai Senga (27560531),Matt Strahm (27560537),Tyler Stephenson (27560568),Pete Alonso (27560545),Jeff McNeil (27560600),Spencer Steer (27560617),Francisco Lindor (27560562),Mark Canha (27560609),Tommy Pham (27560606),Wil Myers (27560610),49300.0,131.7,13167.80000000026,5188.0,0,0,3,0,0,5,0,0,0,0,100.55688299999997,96.65,128.18,162.46449999999993,1.5381264456438433,2.541790087722643
566,Kodai Senga (27560531),Michael Wacha (27560533),Tyler Stephenson (27560568),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),James Outman (27560581),Juan Soto (27560557),49500.0,199.6,13190.500000000331,5197.0,0,0,2,0,1,0,0,0,5,0,95.278288,92.10499999999999,118.89400000000002,146.82149999999996,1.538098903213456,2.5418139263238544
567,Kodai Senga (27560531),Sean Manaea (27560532),Gabriel Moreno (27560656),Carlos Santana (27560604),Ketel Marte (27560573),Ke'Bryan Hayes (27560582),Geraldo Perdomo (27560593),Andrew McCutchen (27560556),Corbin Carroll (27560580),Jack Suwinski (27560627),49900.0,140.8,5685.3000000000575,2240.0,4,0,0,0,0,0,0,4,0,0,90.63745399999989,87.935,113.25400000000002,142.21349999999995,1.5380803571428827,2.546788828171907
568,Kodai Senga (27560531),Michael Grove (27560536),Gabriel Moreno (27560656),Pete Alonso (27560545),Ketel Marte (27560573),Eduardo Escobar (27560626),Francisco Lindor (27560562),Brandon Nimmo (27560577),Corbin Carroll (27560580),Lourdes Gurriel Jr. (27560599),49600.0,124.1,13154.800000000228,5183.0,4,0,0,0,0,4,0,0,0,0,83.33736600000016,80.455,105.22200000000001,131.902,1.5380667567046553,2.5417339330706294
569,Kodai Senga (27560531),Michael Wacha (27560533),Austin Nola (27560668),Freddie Freeman (27560548),Jake Cronenworth (27560588),Max Muncy (27560561),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),Juan Soto (27560557),Trayce Thompson (27560625),49900.0,217.4,13043.000000000262,5139.0,0,0,0,0,4,0,0,0,4,0,101.14978799999996,98.16499999999999,126.66,157.7405,1.5380424207044683,2.5418966676600645
570,Kodai Senga (27560531),Sean Manaea (27560532),Yan Gomes (27560620),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),Juan Soto (27560557),Wil Myers (27560610),49400.0,198.9,13167.300000000294,5188.0,0,1,2,0,0,0,0,0,5,0,106.23885399999985,102.67,133.442,167.48249999999996,1.5380300693909588,2.541790087722643
571,Matt Strahm (27560537),Michael Wacha (27560533),Tyler Stephenson (27560568),Jake Cronenworth (27560588),Jonathan India (27560549),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),Juan Soto (27560557),Wil Myers (27560610),49500.0,177.5,13157.10000000031,5184.0,0,0,4,0,0,0,0,0,4,0,107.83197599999993,104.61,135.722,169.9605,1.5380208333333931,2.5418223331607006
572,Kodai Senga (27560531),Roansy Contreras (27560538),Austin Nola (27560668),Pete Alonso (27560545),Ha-Seong Kim (27560636),Manny Machado (27560564),Francisco Lindor (27560562),Brandon Nimmo (27560577),Juan Soto (27560557),Tommy Pham (27560606),49700.0,174.0,13197.700000000232,5200.0,0,0,0,0,0,4,0,0,4,0,88.6222739999996,85.725,110.602,138.00149999999996,1.5380192307692753,2.5416936490586677
573,Matt Strahm (27560537),Michael Wacha (27560533),Austin Nola (27560668),Alec Bohm (27560565),Bryson Stott (27560585),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Marsh (27560558),Juan Soto (27560557),Kyle Schwarber (27560542),49200.0,196.7,13146.900000000298,5180.0,0,0,0,0,0,0,4,0,4,0,100.5185759999998,97.91,126.00200000000001,156.70199999999997,1.5380115830116405,2.5416615782056127
574,Matt Strahm (27560537),Michael Wacha (27560533),Yan Gomes (27560620),Freddie Freeman (27560548),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),50000.0,225.9,13078.10000000029,5153.0,0,3,0,0,1,0,0,0,4,0,101.57987599999979,98.63,126.48000000000008,155.8405,1.5379584707937686,2.5417828401135405
575,Kodai Senga (27560531),Michael Wacha (27560533),Yan Gomes (27560620),Trey Mancini (27560635),Nico Hoerner (27560571),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Trent Grisham (27560597),49600.0,202.8,13024.80000000029,5132.0,0,4,0,0,0,0,0,0,4,0,93.73428799999998,90.92500000000001,116.75600000000003,143.76049999999998,1.5379579111458088,2.5416615306128354
576,Kodai Senga (27560531),Michael Wacha (27560533),Austin Nola (27560668),Pete Alonso (27560545),Ha-Seong Kim (27560636),Manny Machado (27560564),Francisco Lindor (27560562),Tommy Pham (27560606),Trent Grisham (27560597),Jeff McNeil (27560600),49900.0,125.5,13019.700000000199,5130.0,0,0,0,0,0,4,0,0,4,0,93.33788799999999,89.92,117.34800000000003,146.79499999999993,1.5379532163743077,2.5416777729249653
577,Kodai Senga (27560531),Matt Strahm (27560537),Yan Gomes (27560620),Trey Mancini (27560635),Ketel Marte (27560573),Josh Rojas (27560572),Dansby Swanson (27560546),Cody Bellinger (27560612),Corbin Carroll (27560580),Ian Happ (27560555),49800.0,185.0,13012.000000000247,5127.0,3,5,0,0,0,0,0,0,0,0,89.02938299999997,86.41499999999999,111.51200000000001,138.49099999999999,1.5379364150575867,2.5417996830710106
578,Luke Weaver (27560539),Michael Wacha (27560533),J.T. Realmuto (27560544),Alec Bohm (27560565),Bryson Stott (27560585),Max Muncy (27560561),Fernando Tatis Jr. (27560856),David Peralta (27560638),Kyle Schwarber (27560542),Nick Castellanos (27560553),49900.0,172.5,13082.900000000256,5155.0,0,0,0,0,2,0,5,0,1,0,99.29257099999987,96.655,123.39200000000001,153.42149999999995,1.537904946653784,2.5415726430853685
579,Kodai Senga (27560531),Matt Strahm (27560537),Blake Sabol (27560631),Connor Joe (27560595),Rodolfo Castro (27560615),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Juan Soto (27560557),49900.0,220.6,13098.100000000257,5161.0,0,0,0,0,0,0,0,4,3,1,111.15528300000013,107.595,139.25600000000003,173.36349999999996,1.5378996318543416,2.541718073068218
580,Luke Weaver (27560539),Matt Strahm (27560537),Tyler Stephenson (27560568),Wil Myers (27560610),Jonathan India (27560549),Spencer Steer (27560617),Trea Turner (27560541),Jake Cave (27560637),Jake Fraley (27560563),Kyle Schwarber (27560542),49500.0,116.2,12958.400000000265,5106.0,0,0,5,0,0,0,3,0,0,0,96.11991599999963,92.54,121.712,153.13149999999996,1.5378770074422767,2.5416778251282945
